name,imageUrl,url,marketPrice,extNumber
Pearl,https://tcgplayer-cdn.tcgplayer.com/product/501655_200w.jpg,https://cpt.tcgcsv.com/7H06,Green,Krieg Pirates;East Blue,
Buggy (032),https://tcgplayer-cdn.tcgplayer.com/product/501656_200w.jpg,https://cpt.tcgcsv.com/8H06,Green,Buggy Pirates;East Blue,
Momoo,https://tcgplayer-cdn.tcgplayer.com/product/501657_200w.jpg,https://cpt.tcgcsv.com/9H06,Green,Animal;East Blue,
Out-of-the-Bag,https://tcgplayer-cdn.tcgplayer.com/product/501658_200w.jpg,https://cpt.tcgcsv.com/bH06,Green,,
Tooth Attack,https://tcgplayer-cdn.tcgplayer.com/product/501659_200w.jpg,https://cpt.tcgcsv.com/cH06,Green,Fish-Man;Arlong Pirates;East Blue,
Usopp's Pirate Crew,https://tcgplayer-cdn.tcgplayer.com/product/501660_200w.jpg,https://cpt.tcgcsv.com/dH06,Blue,East Blue,
Gaimon,https://tcgplayer-cdn.tcgplayer.com/product/501661_200w.jpg,https://cpt.tcgcsv.com/fH06,Blue,East Blue,
Genzo,https://tcgplayer-cdn.tcgplayer.com/product/501662_200w.jpg,https://cpt.tcgcsv.com/gH06,Blue,East Blue,
Merry,https://tcgplayer-cdn.tcgplayer.com/product/501663_200w.jpg,https://cpt.tcgcsv.com/hH06,Blue,East Blue,
Yosaku & Johnny,https://tcgplayer-cdn.tcgplayer.com/product/501664_200w.jpg,https://cpt.tcgcsv.com/jH06,Blue,East Blue,
Usopp's Rubber Band of Doom!!!,https://tcgplayer-cdn.tcgplayer.com/product/501665_200w.jpg,https://cpt.tcgcsv.com/kH06,Blue,Straw Hat Crew;East Blue,
Gum-Gum Giant Gavel,https://tcgplayer-cdn.tcgplayer.com/product/501666_200w.jpg,https://cpt.tcgcsv.com/lH06,Blue,Straw Hat Crew;East Blue,
Kiwi & Mozu,https://tcgplayer-cdn.tcgplayer.com/product/501667_200w.jpg,https://cpt.tcgcsv.com/mH06,Purple,Water Seven;The Franky Family,
Tilestone,https://tcgplayer-cdn.tcgplayer.com/product/501668_200w.jpg,https://cpt.tcgcsv.com/nH06,Purple,Galley-La Company;Water Seven,
Chimney & Gonbe,https://tcgplayer-cdn.tcgplayer.com/product/501669_200w.jpg,https://cpt.tcgcsv.com/pH06,Purple,Animal;Water Seven,
Minozebra,https://tcgplayer-cdn.tcgplayer.com/product/501670_200w.jpg,https://cpt.tcgcsv.com/qH06,Purple,Impel Down;Jailer Beast,
Minorhinoceros,https://tcgplayer-cdn.tcgplayer.com/product/501671_200w.jpg,https://cpt.tcgcsv.com/rH06,Purple,Impel Down;Jailer Beast,
Hull Dismantler Slash,https://tcgplayer-cdn.tcgplayer.com/product/501672_200w.jpg,https://cpt.tcgcsv.com/sH06,Purple,Water Seven;The Franky Family,
Galley-La Company,https://tcgplayer-cdn.tcgplayer.com/product/501673_200w.jpg,https://cpt.tcgcsv.com/tH06,Purple,Galley-La Company;Water Seven,
Kumadori,https://tcgplayer-cdn.tcgplayer.com/product/501674_200w.jpg,https://cpt.tcgcsv.com/vH06,Black,CP9,
Corgy,https://tcgplayer-cdn.tcgplayer.com/product/501675_200w.jpg,https://cpt.tcgcsv.com/wH06,Black,World Government,
Jerry,https://tcgplayer-cdn.tcgplayer.com/product/501676_200w.jpg,https://cpt.tcgcsv.com/xH06,Black,CP6,
Jabra,https://tcgplayer-cdn.tcgplayer.com/product/501681_200w.jpg,https://cpt.tcgcsv.com/FH06,Black,CP9,
Nero,https://tcgplayer-cdn.tcgplayer.com/product/501682_200w.jpg,https://cpt.tcgcsv.com/GH06,Black,CP9,
Helmeppo,https://tcgplayer-cdn.tcgplayer.com/product/501683_200w.jpg,https://cpt.tcgcsv.com/HH06,Black,Navy,
Soap Sheep,https://tcgplayer-cdn.tcgplayer.com/product/501684_200w.jpg,https://cpt.tcgcsv.com/JH06,Black,CP9,
Enies Lobby,https://tcgplayer-cdn.tcgplayer.com/product/501685_200w.jpg,https://cpt.tcgcsv.com/KH06,Black,World Government,
Camie,https://tcgplayer-cdn.tcgplayer.com/product/501686_200w.jpg,https://cpt.tcgcsv.com/LH06,Yellow,Merfolk,
Bobbin the Disposer,https://tcgplayer-cdn.tcgplayer.com/product/501687_200w.jpg,https://cpt.tcgcsv.com/MH06,Yellow,Big Mom Pirates,
Charlotte Opera,https://tcgplayer-cdn.tcgplayer.com/product/501688_200w.jpg,https://cpt.tcgcsv.com/NH06,Yellow,Big Mom Pirates,
Charlotte Galette,https://tcgplayer-cdn.tcgplayer.com/product/501689_200w.jpg,https://cpt.tcgcsv.com/PH06,Yellow,Big Mom Pirates,
Charlotte Chiffon,https://tcgplayer-cdn.tcgplayer.com/product/501690_200w.jpg,https://cpt.tcgcsv.com/QH06,Yellow,Big Mom Pirates,
Charlotte Praline,https://tcgplayer-cdn.tcgplayer.com/product/501691_200w.jpg,https://cpt.tcgcsv.com/RH06,Yellow,The Sun Pirates;Merfolk,
Tropical Torment,https://tcgplayer-cdn.tcgplayer.com/product/501692_200w.jpg,https://cpt.tcgcsv.com/SH06,Yellow,Big Mom Pirates,
Thunder Bolt,https://tcgplayer-cdn.tcgplayer.com/product/501693_200w.jpg,https://cpt.tcgcsv.com/TH06,Yellow,The Four Emperors;Big Mom Pirates,
Kingbaum,https://tcgplayer-cdn.tcgplayer.com/product/501694_200w.jpg,https://cpt.tcgcsv.com/VH06,Yellow,Big Mom Pirates;Homies,
Adio,https://tcgplayer-cdn.tcgplayer.com/product/501695_200w.jpg,https://cpt.tcgcsv.com/WH06,Red,ODYSSEY,
Thatch,https://tcgplayer-cdn.tcgplayer.com/product/501696_200w.jpg,https://cpt.tcgcsv.com/XH06,Red,Whitebeard Pirates,
Buggy (008),https://tcgplayer-cdn.tcgplayer.com/product/501697_200w.jpg,https://cpt.tcgcsv.com/ZH06,Red,Buggy Pirates,
Blamenco,https://tcgplayer-cdn.tcgplayer.com/product/501698_200w.jpg,https://cpt.tcgcsv.com/-H06,Red,Whitebeard Pirates,
Monkey.D.Garp,https://tcgplayer-cdn.tcgplayer.com/product/501699_200w.jpg,https://cpt.tcgcsv.com/_H06,Red,Navy,
Lim,https://tcgplayer-cdn.tcgplayer.com/product/501700_200w.jpg,https://cpt.tcgcsv.com/0J06,Red,ODYSSEY,
Cross Fire,https://tcgplayer-cdn.tcgplayer.com/product/501701_200w.jpg,https://cpt.tcgcsv.com/2J06,Red,Whitebeard Pirates,
Kuroobi,https://tcgplayer-cdn.tcgplayer.com/product/501702_200w.jpg,https://cpt.tcgcsv.com/3J06,Green,Fish-Man;Arlong Pirates;East Blue,
Chew,https://tcgplayer-cdn.tcgplayer.com/product/501703_200w.jpg,https://cpt.tcgcsv.com/5J06,Green,Fish-Man;Arlong Pirates;East Blue,
Hatchan,https://tcgplayer-cdn.tcgplayer.com/product/501704_200w.jpg,https://cpt.tcgcsv.com/6J06,Green,Fish-Man;Arlong Pirates;East Blue,
Buchi,https://tcgplayer-cdn.tcgplayer.com/product/501705_200w.jpg,https://cpt.tcgcsv.com/7J06,Green,East Blue;Black Cat Pirates,
"One, Two, Jango",https://tcgplayer-cdn.tcgplayer.com/product/501706_200w.jpg,https://cpt.tcgcsv.com/8J06,Green,East Blue;Black Cat Pirates,
Carne,https://tcgplayer-cdn.tcgplayer.com/product/501707_200w.jpg,https://cpt.tcgcsv.com/9J06,Blue,East Blue,
Nojiko,https://tcgplayer-cdn.tcgplayer.com/product/501708_200w.jpg,https://cpt.tcgcsv.com/bJ06,Blue,East Blue,
Patty,https://tcgplayer-cdn.tcgplayer.com/product/501709_200w.jpg,https://cpt.tcgcsv.com/cJ06,Blue,East Blue,
Boodle,https://tcgplayer-cdn.tcgplayer.com/product/501710_200w.jpg,https://cpt.tcgcsv.com/dJ06,Blue,East Blue,
Sanji's Pilaf,https://tcgplayer-cdn.tcgplayer.com/product/501711_200w.jpg,https://cpt.tcgcsv.com/fJ06,Blue,East Blue,
Kaku,https://tcgplayer-cdn.tcgplayer.com/product/501712_200w.jpg,https://cpt.tcgcsv.com/gJ06,Purple,Galley-La Company;Water Seven,
Kalifa,https://tcgplayer-cdn.tcgplayer.com/product/501713_200w.jpg,https://cpt.tcgcsv.com/hJ06,Purple,Galley-La Company;Water Seven,
Zambai,https://tcgplayer-cdn.tcgplayer.com/product/501714_200w.jpg,https://cpt.tcgcsv.com/jJ06,Purple,Water Seven;The Franky Family,
Peepley Lulu,https://tcgplayer-cdn.tcgplayer.com/product/501715_200w.jpg,https://cpt.tcgcsv.com/kJ06,Purple,Galley-La Company;Water Seven,
Top Knot,https://tcgplayer-cdn.tcgplayer.com/product/501716_200w.jpg,https://cpt.tcgcsv.com/lJ06,Purple,Galley-La Company;Water Seven,
Vergo,https://tcgplayer-cdn.tcgplayer.com/product/501717_200w.jpg,https://cpt.tcgcsv.com/mJ06,Black,Donquixote Pirates;Navy,
Fukurou,https://tcgplayer-cdn.tcgplayer.com/product/501718_200w.jpg,https://cpt.tcgcsv.com/nJ06,Black,CP9,
Wanze,https://tcgplayer-cdn.tcgplayer.com/product/501719_200w.jpg,https://cpt.tcgcsv.com/pJ06,Black,CP7,
Air Door,https://tcgplayer-cdn.tcgplayer.com/product/501720_200w.jpg,https://cpt.tcgcsv.com/qJ06,Black,CP9,
Tempest Kick Sky Slicer,https://tcgplayer-cdn.tcgplayer.com/product/501721_200w.jpg,https://cpt.tcgcsv.com/rJ06,Black,CP9,
Shirley,https://tcgplayer-cdn.tcgplayer.com/product/501722_200w.jpg,https://cpt.tcgcsv.com/sJ06,Yellow,Merfolk,
Charlotte Oven,https://tcgplayer-cdn.tcgplayer.com/product/501723_200w.jpg,https://cpt.tcgcsv.com/tJ06,Yellow,Big Mom Pirates,
Shirahoshi,https://tcgplayer-cdn.tcgplayer.com/product/501724_200w.jpg,https://cpt.tcgcsv.com/vJ06,Yellow,Merfolk,
Napoleon,https://tcgplayer-cdn.tcgplayer.com/product/501725_200w.jpg,https://cpt.tcgcsv.com/wJ06,Yellow,Big Mom Pirates;Homies,
Ikoku Sovereignty,https://tcgplayer-cdn.tcgplayer.com/product/501726_200w.jpg,https://cpt.tcgcsv.com/xJ06,Yellow,The Four Emperors;Big Mom Pirates,
Pillars of Strength - Pre-Release Pack,https://tcgplayer-cdn.tcgplayer.com/product/502624_200w.jpg,https://cpt.tcgcsv.com/v326,,,
Pillars of Strength - Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/477175_200w.jpg,https://cpt.tcgcsv.com/wTQ5,5.21,,
Pillars of Strength - Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/477176_200w.jpg,https://cpt.tcgcsv.com/xTQ5,156.69,,
Pillars of Strength - Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/477177_200w.jpg,https://cpt.tcgcsv.com/zTQ5,2314.21,,
Portgas.D.Ace,https://tcgplayer-cdn.tcgplayer.com/product/497932_200w.jpg,https://cpt.tcgcsv.com/Gb_5,0.19,OP03-001,
Portgas.D.Ace (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/497934_200w.jpg,https://cpt.tcgcsv.com/Jb_5,66.78,OP03-001,
Kuro,https://tcgplayer-cdn.tcgplayer.com/product/498038_200w.jpg,https://cpt.tcgcsv.com/Nd_5,0.16,OP03-021,
Kuro (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498039_200w.jpg,https://cpt.tcgcsv.com/Pd_5,31.12,OP03-021,
Arlong,https://tcgplayer-cdn.tcgplayer.com/product/498063_200w.jpg,https://cpt.tcgcsv.com/hf_5,0.16,OP03-022,
Arlong (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498064_200w.jpg,https://cpt.tcgcsv.com/jf_5,62.83,OP03-022,
Nami (040),https://tcgplayer-cdn.tcgplayer.com/product/498253_200w.jpg,https://cpt.tcgcsv.com/5k_5,0.77,OP03-040,
Nami (040) (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498254_200w.jpg,https://cpt.tcgcsv.com/6k_5,221.4,OP03-040,
Iceburg,https://tcgplayer-cdn.tcgplayer.com/product/498296_200w.jpg,https://cpt.tcgcsv.com/Xk_5,0.16,OP03-058,
Iceburg (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498297_200w.jpg,https://cpt.tcgcsv.com/Zk_5,42.18,OP03-058,
Charlotte Linlin (077),https://tcgplayer-cdn.tcgplayer.com/product/498481_200w.jpg,https://cpt.tcgcsv.com/Fp_5,0.19,OP03-077,
Charlotte Linlin (077) (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498482_200w.jpg,https://cpt.tcgcsv.com/Gp_5,44.54,OP03-077,
Charlotte Katakuri (099),https://tcgplayer-cdn.tcgplayer.com/product/498483_200w.jpg,https://cpt.tcgcsv.com/Hp_5,0.2,OP03-099,
Charlotte Katakuri (099) (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498484_200w.jpg,https://cpt.tcgcsv.com/Jp_5,135.93,OP03-099,
Rob Lucci (076),https://tcgplayer-cdn.tcgplayer.com/product/498485_200w.jpg,https://cpt.tcgcsv.com/Kp_5,0.2,OP03-076,
Rob Lucci (076) (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498486_200w.jpg,https://cpt.tcgcsv.com/Lp_5,32.71,OP03-076,
DON!! Card (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498519_200w.jpg,https://cpt.tcgcsv.com/pq_5,0.93,,
Marco,https://tcgplayer-cdn.tcgplayer.com/product/498595_200w.jpg,https://cpt.tcgcsv.com/Wr_5,7.63,OP03-013,1000
Marco (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498597_200w.jpg,https://cpt.tcgcsv.com/Zr_5,27.86,OP03-013,1000
Fire Fist,https://tcgplayer-cdn.tcgplayer.com/product/498783_200w.jpg,https://cpt.tcgcsv.com/Hw_5,0.49,OP03-018,
Fire Fist (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498784_200w.jpg,https://cpt.tcgcsv.com/Jw_5,15.27,OP03-018,
Gin,https://tcgplayer-cdn.tcgplayer.com/product/498861_200w.jpg,https://cpt.tcgcsv.com/fz_5,0.09,OP03-024,1000
Gin (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/498862_200w.jpg,https://cpt.tcgcsv.com/gz_5,4.54,OP03-024,1000
Krieg,https://tcgplayer-cdn.tcgplayer.com/product/499028_200w.jpg,https://cpt.tcgcsv.com/BD_5,1.36,OP03-025,
Krieg (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/499029_200w.jpg,https://cpt.tcgcsv.com/CD_5,7.19,OP03-025,
Usopp,https://tcgplayer-cdn.tcgplayer.com/product/499190_200w.jpg,https://cpt.tcgcsv.com/QH_5,1.26,OP03-041,
Usopp (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/499191_200w.jpg,https://cpt.tcgcsv.com/RH_5,14.08,OP03-041,
Zeff,https://tcgplayer-cdn.tcgplayer.com/product/499283_200w.jpg,https://cpt.tcgcsv.com/HK_5,0.16,OP03-047,1000
Zeff (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/499287_200w.jpg,https://cpt.tcgcsv.com/MK_5,4.95,OP03-047,1000
Paulie,https://tcgplayer-cdn.tcgplayer.com/product/499399_200w.jpg,https://cpt.tcgcsv.com/_M_5,0.73,OP03-066,
Paulie (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/499400_200w.jpg,https://cpt.tcgcsv.com/0N_5,9.27,OP03-066,
Issho,https://tcgplayer-cdn.tcgplayer.com/product/499497_200w.jpg,https://cpt.tcgcsv.com/ZP_5,2.94,OP03-078,
Issho (Alternate Art),https://tcgplayer-cdn.tcgplayer.com/product/499498_200w.jpg,https://cpt.tcgcsv.com/-P_5,13.83,OP03-078,
Adio,https://tcgplayer-cdn.tcgplayer.com/product/499880_200w.jpg,https://cpt.tcgcsv.com/DZ_5,0.06,OP03-002,1000
Izo,https://tcgplayer-cdn.tcgplayer.com/product/499881_200w.jpg,https://cpt.tcgcsv.com/FZ_5,0.14,OP03-003,1000
Curiel,https://tcgplayer-cdn.tcgplayer.com/product/499882_200w.jpg,https://cpt.tcgcsv.com/GZ_5,0.06,OP03-004,1000
Thatch,https://tcgplayer-cdn.tcgplayer.com/product/499883_200w.jpg,https://cpt.tcgcsv.com/HZ_5,0.04,OP03-005,1000
Speed Jil,https://tcgplayer-cdn.tcgplayer.com/product/499884_200w.jpg,https://cpt.tcgcsv.com/JZ_5,0.05,OP03-006,1000
Namule,https://tcgplayer-cdn.tcgplayer.com/product/499885_200w.jpg,https://cpt.tcgcsv.com/KZ_5,0.04,OP03-007,1000
Buggy (008),https://tcgplayer-cdn.tcgplayer.com/product/499886_200w.jpg,https://cpt.tcgcsv.com/LZ_5,0.18,OP03-008,
Haruta,https://tcgplayer-cdn.tcgplayer.com/product/499887_200w.jpg,https://cpt.tcgcsv.com/MZ_5,0.05,OP03-009,1000
Fossa,https://tcgplayer-cdn.tcgplayer.com/product/499888_200w.jpg,https://cpt.tcgcsv.com/NZ_5,0.06,OP03-010,1000
Blamenco,https://tcgplayer-cdn.tcgplayer.com/product/499889_200w.jpg,https://cpt.tcgcsv.com/PZ_5,0.06,OP03-011,1000
Marshall.D.Teach,https://tcgplayer-cdn.tcgplayer.com/product/499890_200w.jpg,https://cpt.tcgcsv.com/QZ_5,0.15,OP03-012,
Monkey.D.Garp,https://tcgplayer-cdn.tcgplayer.com/product/499891_200w.jpg,https://cpt.tcgcsv.com/RZ_5,0.11,OP03-014,
Lim,https://tcgplayer-cdn.tcgplayer.com/product/499892_200w.jpg,https://cpt.tcgcsv.com/SZ_5,0.15,OP03-015,
Flame Emperor,https://tcgplayer-cdn.tcgplayer.com/product/499893_200w.jpg,https://cpt.tcgcsv.com/TZ_5,0.21,OP03-016,
Cross Fire,https://tcgplayer-cdn.tcgplayer.com/product/499894_200w.jpg,https://cpt.tcgcsv.com/VZ_5,0.15,OP03-017,
Fiery Doll,https://tcgplayer-cdn.tcgplayer.com/product/499895_200w.jpg,https://cpt.tcgcsv.com/WZ_5,0.12,OP03-019,
Striker,https://tcgplayer-cdn.tcgplayer.com/product/499896_200w.jpg,https://cpt.tcgcsv.com/XZ_5,0.07,OP03-020,
Alvida,https://tcgplayer-cdn.tcgplayer.com/product/499897_200w.jpg,https://cpt.tcgcsv.com/ZZ_5,0.03,OP03-023,1000
Kuroobi,https://tcgplayer-cdn.tcgplayer.com/product/499898_200w.jpg,https://cpt.tcgcsv.com/-Z_5,0.12,OP03-026,1000
Sham,https://tcgplayer-cdn.tcgplayer.com/product/499899_200w.jpg,https://cpt.tcgcsv.com/_Z_5,0.05,OP03-027,1000
Jango,https://tcgplayer-cdn.tcgplayer.com/product/499900_200w.jpg,https://cpt.tcgcsv.com/0-_5,0.15,OP03-028,
Chew,https://tcgplayer-cdn.tcgplayer.com/product/499901_200w.jpg,https://cpt.tcgcsv.com/2-_5,0.11,OP03-029,1000
Nami (030),https://tcgplayer-cdn.tcgplayer.com/product/499902_200w.jpg,https://cpt.tcgcsv.com/3-_5,0.19,OP03-030,1000
Pearl,https://tcgplayer-cdn.tcgplayer.com/product/499903_200w.jpg,https://cpt.tcgcsv.com/5-_5,0.06,OP03-031,1000
Buggy (032),https://tcgplayer-cdn.tcgplayer.com/product/499904_200w.jpg,https://cpt.tcgcsv.com/6-_5,0.07,OP03-032,
Hatchan,https://tcgplayer-cdn.tcgplayer.com/product/499905_200w.jpg,https://cpt.tcgcsv.com/7-_5,0.16,OP03-033,2000
Buchi,https://tcgplayer-cdn.tcgplayer.com/product/499906_200w.jpg,https://cpt.tcgcsv.com/8-_5,0.06,OP03-034,1000
Momoo,https://tcgplayer-cdn.tcgplayer.com/product/499907_200w.jpg,https://cpt.tcgcsv.com/9-_5,0.09,OP03-035,1000
Out-of-the-Bag,https://tcgplayer-cdn.tcgplayer.com/product/499908_200w.jpg,https://cpt.tcgcsv.com/b-_5,0.04,OP03-036,
Tooth Attack,https://tcgplayer-cdn.tcgplayer.com/product/499909_200w.jpg,https://cpt.tcgcsv.com/c-_5,0.05,OP03-037,
Deathly Poison Gas Bomb MH5,https://tcgplayer-cdn.tcgplayer.com/product/499910_200w.jpg,https://cpt.tcgcsv.com/d-_5,0.11,OP03-038,
"One, Two, Jango",https://tcgplayer-cdn.tcgplayer.com/product/499970_200w.jpg,https://cpt.tcgcsv.com/q__5,0.12,OP03-039,
Usopp's Pirate Crew,https://tcgplayer-cdn.tcgplayer.com/product/499971_200w.jpg,https://cpt.tcgcsv.com/r__5,0.08,OP03-042,1000
Gaimon,https://tcgplayer-cdn.tcgplayer.com/product/499972_200w.jpg,https://cpt.tcgcsv.com/s__5,0.05,OP03-043,1000
Kaya,https://tcgplayer-cdn.tcgplayer.com/product/499973_200w.jpg,https://cpt.tcgcsv.com/t__5,2.38,OP03-044,2000
